Прізвище,Ім'я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Доценко,Дарина,Олександрівна,Жінка,1962-08-07,Математик,місто Петрово-Красносілля,"парк Лірний, буд. 650, Щастя, 97999",+380 83 702 32 35,avrelii94@example.net
Михалюк,Михайлина,Петрівна,Жінка,1984-07-02,Випробувач,місто Вижниця,"парк Варненська, буд. 22, Пустомити, 39944",+380 02 193 40 06,ashukhevych@example.net
Затула,Оксана,Степанівна,Жінка,1988-01-16,Патологоанатом,село Хмільник,"вулиця Аеропортівський 3-й, буд. 664, Хоростків, 16099",067 702-00-62,oliinykmykolai@example.com
Єсипенко,Пріска,Петрівна,Жінка,1953-12-08,Паралегал,хутір Татарбунари,"шосе Ямчитського, буд. 649 кв. 217, Теплодар, 19464",+380 79 225 20 29,tetiana50@example.net
Вдовиченко,Ярина,Володимирівна,Жінка,1980-05-23,Геолог,місто Татарбунари,"набережна Лінійна, буд. 6, Комарно, 21231",+380 80 195-26-82,qverhun@example.net
Симоненко,Едита,Богданівна,Жінка,1958-11-22,Візажист,місто Міусинськ,"вулиця Ширяївський, буд. 5, Щолкіне, 52350",+380 13 094 87 67,khomykfeofan@example.org
Чайка,Віолетта,Петрівна,Жінка,1997-11-22,Кінорежисер,село Южноукраїнськ,"провулок Восьмого Березня Лінія 1-ша, буд. 6, Тисмениця, 37388",063 176 05 96,kveres@example.com
Онищенко,Ярина,Володимирівна,Жінка,1967-04-23,Різноробочий,хутір Рава-Руська,"парк Мала Арнаутська, буд. 96, Дрогобич, 08681",+380 93 703 99 69,borys78@example.com
Бабич,Лілія,Федорівна,Жінка,1955-09-03,Кушнір,місто Нетішин,"вулиця Незалежності, буд. 52, Бурштин, 16242",062 758 83 10,havrylivrostyslav@example.net
Голик,Одарка,Романівна,Жінка,1995-10-15,Парфюмер,село Переяслав,"сквер Ясна, буд. 5, Торецьк, 29938",019 609 60 09,bohdan44@example.com
Шахрай,Альбіна,Петрівна,Жінка,1943-10-19,Модель,хутір Кам'янка-Дніпровська,"шосе Мелітопольська, буд. 1, Переяслав, 22092",093 236 20 59,cteslia@example.com
Гук,Тетяна,Богданівна,Жінка,1955-12-05,Астронавт,село Алупка,"шосе Соляний 4-й, буд. 16, Світлодарськ, 96095",874 32 54,zatulapriska@example.org
Рябець,Василина,Богданівна,Жінка,2006-03-09,Скульптор,село Долинська,"провулок Херсонський сквер, буд. 84, Суходільськ, 68294",+380 (02) 021-47-52,rskyrda@example.org
Колесниченко,Златослава,Григорівна,Жінка,1940-03-17,Фізик,місто Кипуче,"парк Північна, буд. 419 кв. 0, Волочиськ, 74056",011 928-56-36,odubyna@example.net
Перепелиця,Михайлина,Сергіївна,Жінка,1981-09-30,Реставратор,селище Гола Пристань,"парк Наявний 2-й, буд. 51 кв. 4, Ровеньки, 37421",514-02-94,liubovvysochan@example.net
Гузь,Маруся,Олексіївна,Жінка,1991-04-20,Публіцист,село Тернівка,"шосе Чорноморський 9-й, буд. 83 кв. 7, Турка, 71309",+380 78 604-50-13,hordiivasylenko@example.net
Негода,Володимира,Андріївна,Жінка,1982-09-05,Композитор,селище Калинівка,"парк Травневий 3-й, буд. 6 кв. 9, Кривий Ріг, 13332",+380 16 506-93-67,dmytro12@example.org
Хомик,Віолетта,Володимирівна,Жінка,1949-10-10,Сантехнік,селище Вознесенськ,"набережна Гранатна, буд. 2 кв. 2, Бібрка, 29837",+380 37 223-43-34,ucharnysh@example.net
Тесля,Данна,Юріївна,Жінка,1961-04-14,Акушер,місто Борщів,"сквер Діхтієвського Віктора, буд. 4, Вознесенськ, 21161",919-44-92,roman64@example.org
Ісаєнко,Едита,Володимирівна,Жінка,1969-03-09,Палеонтолог,село Селидове,"сквер Чорноморський 1-й, буд. 992 кв. 47, Миколаїв, 32624",002 914 78 45,frants85@example.com
Артюх,Едита,Андріївна,Жінка,1991-04-07,Підприємець,село Скадовськ,"проспект Волова, буд. 802 кв. 57, Прип'ять, 73987",021 636 24 95,petro66@example.com
Сиротенко,Світлана,Богданівна,Жінка,1960-03-03,Різноробочий,селище Голубівка,"сквер Мала Арнаутська, буд. 676, Лебедин, 02623",339-39-07,hrubets@example.com
Голик,Златослава,Дмитрівна,Жінка,2008-01-25,Електротехнік,село Слов'янськ,"вулиця Ялинковий, буд. 131, Амвросіївка, 88625",+380 (35) 710-53-19,somkovarvara@example.com
Хомик,Ольга,Юріївна,Жінка,2004-01-25,Ді-джей,село Великі Мости,"парк Байдарочний, буд. 17, Ланівці, 40866",+380 (93) 024-98-79,feofan89@example.net
Андріїшин,Анжела,Олегівна,Жінка,2004-03-12,Актор,село Радомишль,"парк Левадна, буд. 12 кв. 360, Ржищів, 62157",626 63 32,nataliialukash@example.net
Лупій,Володимира,Сергіївна,Жінка,1939-10-16,Хімік,село Сватове,"площа Острозька, буд. 91, Канів, 54572",068 154 52 78,ciashchuk@example.org
Юрчишина,Богданна,Володимирівна,Жінка,1969-05-17,Машиніст,село Болград,"шосе Станційна 2-га, буд. 48 кв. 25, Щолкіне, 31713",965 53 84,valerii36@example.org
Іваничук,Соломія,Богданівна,Жінка,1986-05-14,Агроном,селище Новомиргород,"проспект Монгольська, буд. 9 кв. 515, Докучаєвськ, 14885",+380 (27) 035-93-89,taras81@example.com
Бевзенко,Анжела,Михайлівна,Жінка,1955-10-11,Актор,хутір Турка,"шосе Пилипа Орлика, буд. 366 кв. 756, Хрестівка, 74847",008 739 63 14,iustym03@example.net
Юрченко,Альбіна,Вікторівна,Жінка,1980-10-06,Мовознавець,селище Верхньодніпровськ,"вулиця Краснослобідська, буд. 479 кв. 649, Стрий, 95081",367-46-32,sheremetaruslan@example.com
Радченко,Мілена,Юріївна,Жінка,1946-01-25,Підприємець,місто Зміїв,"провулок Ніжинська, буд. 97, Рогатин, 04074",604 23 81,telizhenkoiefrem@example.com
Іванченко,Анжела,Михайлівна,Жінка,2006-05-05,Клоун,місто Зугрес,"узвіз Набережна, буд. 254, Охтирка, 63759",+380 06 706-64-69,iosypsvyrydenko@example.com
Назаренко,Ліза,Володимирівна,Жінка,1957-07-20,Складальник,село Перечин,"парк Пересипський 2-й, буд. 5 кв. 56, Каховка, 54296",029 584-29-41,orkhyp69@example.org
Шамрай,Василина,Юріївна,Жінка,1962-07-22,Астронавт,хутір Ічня,"проспект Ференца Ліста, буд. 769 кв. 3, Зоринськ, 27247",+380 82 791-67-01,andrii66@example.net
Оберемко,Світлана,Михайлівна,Жінка,1995-12-24,Математик,місто Чортків,"набережна Луцька, буд. 2, Шептицький, 93717",032 999-38-75,petliuravolodymyra@example.org
Щербань,Соломія,Макарівна,Жінка,2007-07-01,Громадський діяч,хутір Перещепине,"набережна Миколи Міхновського, буд. 88, Самбір, 52981",971 91 38,iryna15@example.org
Масоха,Аліна,Володимирівна,Жінка,1943-08-19,Фізик,село Зіньків,"провулок Соляний 2-й, буд. 870 кв. 89, Пирятин, 18954",+380 78 374 39 08,jiaremenko@example.com
Цюпа,Аніта,Володимирівна,Жінка,1995-05-09,Краєзнавець,хутір Покровськ,"узвіз Сергія Уточкіна, буд. 7, Берестечко, 47573",+380 66 444-79-71,darahantymofii@example.com
Гаврилюк,Ада,Макарівна,Жінка,2008-06-09,Кушнір,хутір Слов'янськ,"сквер Юзефа Крашевського, буд. 76 кв. 27, Подільськ, 39710",+380 40 299-42-67,wiakovenko@example.org
Чала,Єва,Петрівна,Жінка,1963-11-03,Штукатур,селище Решетилівка,"вулиця Керченська, буд. 03, Білопілля, 69717",051 27 07,tbabiichuk@example.net
Атаманюк,Клавдія,Вікторівна,Жінка,1953-03-08,М'ясник,хутір Рудки,"сквер Металістів, буд. 303 кв. 314, Київ, 87339",075 742 62 59,mykhailo44@example.com
Яремко,Оксенія,Олексіївна,Жінка,1945-06-09,Бібліограф,хутір Мала Виска,"вулиця Щоголєва, буд. 765 кв. 4, Коростень, 13007",+380 71 062-16-02,orobetsihor@example.org
